org_id,org_name,url,hgnc_id,symbol,orphacode,country,org_type,registry_platform,registry_url,natural_history_study,data_elements_documented,irb_status,maturity_stage,coalitions,contact,status,source,reviewed_by,review_date,notes
,Tyler’s Hope for a Dystonia Cure,http://www.tylershope.org/,HGNC:3098,TOR1A,256;36899,United States of America,foundation,,,yes,,,,,,candidate,everycure_rdnp,,,EveryCure RDNP list; focus: DYT1 Dystonia; founded 2015
,United Leukodystrophy Foundation,https://ulf.org/,,,,United States of America,foundation,,,yes,,,,,,candidate,everycure_rdnp;registries_2020,,,EveryCure RDNP list; focus: Leukodystrophies; biobank; founded 1982
,United Mitochondrial Disease Foundation,https://www.umdf.org/,,,,United States of America,foundation,,,yes,,,,,,candidate,everycure_rdnp;fda_pfdd;registries_2020,,,EveryCure RDNP list; focus: Mitochondrial Disease; biobank; founded 1996
,USP7 Families,https://www.usp7.org/,HGNC:12630,USP7,500055;643538,United States of America,foundation,,,unknown,,,,,,candidate,everycure_rdnp,,,EveryCure RDNP list; focus: Hao-Fountain Syndrome; founded 2017
,Yellow Brick Road Project,https://yellowbrickroadproject.org/,HGNC:5042,HNRNPH2,662198,United States of America,foundation,,,yes,,,,,,candidate,epilepsylive_orgs;everycure_rdnp,,,EveryCure RDNP list; focus: HNRNPH2-mutation diseases NOS; founded 2019
,Sisters’ Hope Foundation,,,,,,,,,,,,,,,candidate,fda_pfdd,,,"condition: Adult-Onset Leukoencephalopathy with Axonal Spheroids and Pigmented Glia (ALSP); meeting_type: EL-PFDD Meeting; date: June 20,2025; resource: Report pending"
,Adult-Onset Leukoencephalopathy with Axonal Spheroids and Pigmented Glia (ALSP),,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Adult-Onset Leukoencephalopathy with Axonal Spheroids and Pigmented Glia (ALSP); meeting_type: Patient Listening Session; date: 2024-01-17 00:00:00; resource: Patient Listening Session Summary
,Foundation for Angelman Syndrome Therapeutics (FAST) and the Angelman Syndrome Foundation (ASF),,HGNC:12496,UBE3A,238446;411511;411515;98794;98795,,,,,,,,,,,candidate,fda_pfdd,,,condition: Angelman Syndrome; meeting_type: EL-PFDD Meeting; date: 2025-04-07 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,Autism (ASD),,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Autism (ASD); meeting_type: FDA-led PFDD Meeting; date: 2017-05-04 00:00:00; resource: Agenda
,Childhood Cerebral Adrenal Leukodystrophy (CCALD),,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Childhood Cerebral Adrenal Leukodystrophy (CCALD); meeting_type: Patient Listening Session; date: 2019-11-13 00:00:00; resource: Patient Listening Session Summary
,National Kidney Foundation,,HGNC:4568,RAPGEF1,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Complement 3 Glomerulopathy (C3G); meeting_type: EL-PFDD Meeting; date: 2017-08-04 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,Loulou Foundation and the International Foundation for CDKL5 Research (IFCR),,HGNC:11411,CDKL5,1934;3095;505652;697160,,,,,,,,,,,candidate,fda_pfdd,,,condition: Cyclin-dependent kinase-like 5 deficiency disorder (CDKL5/CDD); meeting_type: EL-PFDD Meeting; date: 2019-11-01 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,Developmental and Epileptic Encephalopathy (DEE),,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Developmental and Epileptic Encephalopathy (DEE); meeting_type: Patient Listening Session; date: 2024-11-22 00:00:00; resource: Patient Listening Session Summary
,Lennox-Gastaut Syndrome Foundation,,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Developmental and Epileptic Encephalopathy (DEE); meeting_type: EL-PFDD Meeting; date: 2019-11-01 00:00:00; resource: MeetingExternal Link Disclaimer
,DLG4-related synaptopathy,,HGNC:2903,DLG4,528084,,,,,,,,,,,candidate,fda_pfdd,,,condition: DLG4-related synaptopathy; meeting_type: Patient Listening Session; date: 2024-07-17 00:00:00; resource: Patient Listening Session Summary
,The Dravet Syndrome Foundation,,HGNC:10585,SCN1A,1942;2382;293181;33069;36387;442835;569,,,,,,,,,,,candidate,fda_pfdd,,,condition: Dravet Syndrome (DS); meeting_type: EL-PFDD Meeting; date: 2022-02-03 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,National Tay-Sachs & Allied Diseases Association (NTSAD),,,GM2,,,,,,,,,,,,candidate,fda_pfdd,,,condition: GM2 gangliosidoses (Tay-Sachs and Sandhoff diseases); meeting_type: EL-PFDD Meeting; date: 2024-02-15 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,Juvenile onset forms of GM1 gangliosidosis and GM2 gangliosidoses (Tay-Sachs and Sandhoff),,,GM1,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Juvenile onset forms of GM1 gangliosidosis and GM2 gangliosidoses (Tay-Sachs and Sandhoff); meeting_type: Patient Listening Session; date: 2025-08-28 00:00:00; resource: Patient Listening Session Summary
,KCNT1-Related Epilepsy,,HGNC:18865,KCNT1,293181;98784,,,,,,,,,,,candidate,fda_pfdd,,,condition: KCNT1-Related Epilepsy; meeting_type: Patient Listening Session; date: 2024-04-22 00:00:00; resource: Patient Listening Session Summary
,Late Onset GM2 gangliosidoses (Tay-Sachs and Sandhoff Diseases),,,GM2,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Late Onset GM2 gangliosidoses (Tay-Sachs and Sandhoff Diseases); meeting_type: Patient Listening Session; date: 2021-01-15 00:00:00; resource: Patient Listening Session Summary
,Cure LBSL,,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Leukoencephalopathy and Brain Stem Involvement and Lactate Elevation (LBSL); meeting_type: EL-PFDD Meeting; date: 2025-08-01 00:00:00; resource: Report pending
,Leukoencephalopathy with Calcifications and Cysts (LCC),,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Leukoencephalopathy with Calcifications and Cysts (LCC); meeting_type: Patient Listening Session; date: 2025-07-11 00:00:00; resource: Patient Listening Session Summary
,MECP2 Duplication Syndrome (MDS),,HGNC:6990,MECP2,1762;209370;3077;3095;536;777;778,,,,,,,,,,,candidate,fda_pfdd,,,condition: MECP2 Duplication Syndrome (MDS); meeting_type: Patient Listening Session; date: 2025-04-03 00:00:00; resource: Patient Listening Session Summary
,MEF2C Haploinsufficiency Syndrome (MCHS),,HGNC:6996,MEF2C,228384;576227;664416,,,,,,,,,,,candidate,fda_pfdd,,,condition: MEF2C Haploinsufficiency Syndrome (MCHS); meeting_type: Patient Listening Session; date: 2024-09-19 00:00:00; resource: Patient Listening Session Summary
,"Cure MLD, The Calliope Joy Foundation, MLD Foundation, The United Leukodystrophy Foundation, and the Global Leukodystrophy Initiative",,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Metachromatic Leukodystrophy (MLD); meeting_type: EL-PFDD Meeting; date: 2022-10-21 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,Neurofibromatosis Type 1 (NF1)/ Cutaneous Neurofibroma (cNF),,HGNC:7765,NF1,139474;29072;293199;363700;634461;638;715721;86834;97685;99756;99757,,,,,,,,,,,candidate,fda_pfdd,,,condition: Neurofibromatosis Type 1 (NF1)/ Cutaneous Neurofibroma (cNF); meeting_type: Patient Listening Session; date: 2024-05-21 00:00:00; resource: Patient Listening Session Summary
,Okur-Chung Neurodevelopmental Syndrome (OCNDS),,,,,,,,,,,,,,,candidate,fda_pfdd,,,condition: Okur-Chung Neurodevelopmental Syndrome (OCNDS); meeting_type: Patient Listening Session; date: 2024-07-23 00:00:00; resource: Patient Listening Session Summary
,The Global Foundation for Peroxisomal Disorders (GFPD),,HGNC:119,ACOX1,2971;631248,,,,,,,,,,,candidate,fda_pfdd,,,"condition: Peroxisomal Disorders: Zellweger spectrum disorder (ZSD), acyl-CoA oxidase 1 deficiency (ACOX1), D-bifunctional protein deficiency (DPBD), and 2-methylacyl-CoA racemase deficiency (AMACR); meeting_type: EL-PFDD Meeting; date: 2024-05-28 00:00:00; resource: Meeting ReportExternal Link Disclaimer"
,Progressive Multifocal Leukoencephalopathy (PML),,,,,,,,,,,,,,,candidate,fda_pfdd,,,"condition: Progressive Multifocal Leukoencephalopathy (PML); meeting_type: Patient Listening Session; date: July 22, 2020 – Session 1; resource: Patient Listening Session Summary – Session 1"
,Rett Syndrome Research Trust (RSRT),,HGNC:6990,MECP2,1762;209370;3077;3095;536;777;778,,,,,,,,,,,candidate,fda_pfdd,,,condition: Rett Syndrome; meeting_type: EL-PFDD Meeting; date: 2022-03-11 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,SCN2A Related Disorders,,HGNC:10588,SCN2A,140927;178469;1934;2131;293181;306;33069;36387;697160,,,,,,,,,,,candidate,fda_pfdd,,,condition: SCN2A Related Disorders; meeting_type: Patient Listening Session; date: 2021-04-28 00:00:00; resource: Patient Listening Session Summary
,Spinocerebellar Ataxia Type 3 (SCA3),,HGNC:7106,ATXN3,276238;276241;276244,,,,,,,,,,,candidate,fda_pfdd,,,condition: Spinocerebellar Ataxia Type 3 (SCA3); meeting_type: Patient Listening Session; date: 2023-09-22 00:00:00; resource: Patient Listening Session Summary
,Stargardt Disease (STGD1),,HGNC:34,ABCA4,1872;791;827,,,,,,,,,,,candidate,fda_pfdd,,,condition: Stargardt Disease (STGD1); meeting_type: Patient Listening Session; date: 2022-06-24 00:00:00; resource: Patient Listening Session Summary
,SYNGAP1 Foundation,,HGNC:11497,SYNGAP1,1942;442835;544254,,foundation,,,,,,,,,candidate,epilepsylive_orgs;fda_pfdd,,,condition: SYNGAP1; meeting_type: EL-PFDD Meeting; date: 2020-11-19 00:00:00; resource: Meeting ReportExternal Link Disclaimer
,Alpha-1 Foundation,http://alpha1portal.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Als Association,http://www.alsa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,American Brain Tumor Association,http://abta.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Aplastic Anemia & MDS International Foundation, Inc",http://aamds.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Association for Frontotemporal Degeneration,http://theaftd.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Barth Syndrome Foundation,https://www.barthsyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Charcot-Marie-Tooth Association,http://cmtausa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Children's Tumor Foundation, Inc",http://ctf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Cure SMA,https://www.curesma.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,CurePSP,http://psp.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Cystic Fibrosis Foundation,www.cff.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Family Caregiver Alliance,http://caregiver.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Fanconi Anemia Research Fund,www.fanconi.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Foundation Fighting Blindness,http://FightingBlindness.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Foundation for Angelman Syndrome Therapeutics,http://cureangelman.org/,HGNC:12496,UBE3A,238446;411511;411515;98794;98795,,foundation,,,,,,,,,candidate,epilepsylive_orgs;registries_2020,,,2020 registry survey; registry: Yes
,Foundation for Prader-Willi Research,http://fpwr.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Friedreich's Ataxia Research Alliance,http://curefa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Hemophilia Federation Of America,http://hemophiliafed.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,Hydrocephalus Association,http://hydroassoc.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Immune Deficiency Foundation,http://primaryimmune.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"International FOP Association, Inc",http://ifopa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,International Waldenstrom's Macroglobulinemia Foundation,http://iwmf.com,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Marfan Foundation,http://marfan.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Melanoma Research Foundation,www.melanoma.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,MPN Research Foundation,http://www.mpnresearchfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Multiple System Atrophy Coalition, Inc",http://MultipleSystemAtrophy.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Muscular Dystrophy Association,http://www.mda.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,"Myasthenia Gravis Foundation of America, Inc",http://myasthenia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,National Ataxia Foundation,http://ataxia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,National Brain Tumor Society,http://braintumor.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National Hemophilia Foundation,https://www.hemophilia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National MPS Society,http://mpssociety.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,NephCure Kidney International,http://nephcure.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Neuroendocrine Tumor Research Foundation,http://netrf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Osteogenesis Imperfecta Foundation,http://oif.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Parent Project Muscular Dystrophy,http://parentprojectmd.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Patient AirLift Services,http://www.palservices.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No (they provide a service)
,PKD Foundation,https://pkdcure.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Pulmonary Fibrosis Foundation,http://pulmonaryfibrosis.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Pulmonary Hypertension Association,http://phassociation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Sarcoma Foundation of America,http://curesarcoma.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Scleroderma Foundation,http://scleroderma.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Sickle Cell Disease Association of America,www.sicklecelldisease.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Soft Bones, Inc",http://softbones.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Spina Bifida Association,www.spinabifidaassociation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Taiwan Foundation for Rare Disorders,www.tfrd.org.tw/english,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,The Ehlers-Danlos Society,https://www.ehlers-danlos.com,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Amyloidosis Research Consortium, Inc",www.arci.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Castleman Disease Collaborative Network,http://cdcn.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Cholangiocarcinoma Foundation,http://cholangiocarcinoma.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,CMT Research Foundation,www.cmtrf.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,CURE HHT Foundation,http://curehht.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,cutaneous lymphoma foundation,http://clfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Cystic Fibrosis Research Inc. (CFRI),www.cfri.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Familial Dysautonomia Foundation,https://familialdysautonomia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Fibrolamellar Cancer Foundation,http://fibrofoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Foundation for Sarcoidosis Research,https://www.stopsarcoidosis.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Website under maintence
,GBS|CIDP Foundation International,http://gbs-cidp.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Hepatitis Delta Connect - Hepatitis B Foundation,www.hepdconnect.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Histiocytosis Association, Inc",http://histio.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Life Raft Group,liferaftgroup.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Mila's Miracle Foundation,www.stopbatten.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Myelodysplastic Syndromes Foundation, Inc",http://mds-foundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes?
,Myositis Association,http://myositis.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Myotonic Dystrophy Foundation,http://myotonic.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,National Pku Alliance,http://npkua.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Platelet Disorder Support Association,http://pdsa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Prader-Willi Syndrome Association (USA),http://pwsausa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,PSC Partners Seeking a Cure,http://pscpartners.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Vasculitis Foundation,http://vasculitisfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Williams Syndrome Association,http://williams-syndrome.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,American Porphyria Foundation,http://porphyriafoundation.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,ASXL Rare Research Endowment Foundation,www.arrefoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Children's Craniofacial Association,http://ccakids.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Cornelia de Lange Syndrome Foundation, Inc",http://cdlsusa.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Desmoid Tumor Research Foundation,http://dtrf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Myocarditis Foundation,http://myocarditisfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National Foundation for Ectodermal Dysplasias,https://www.nfed.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Neurofibromatosis Northeast,http://nfnortheast.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Oley Foundation,http://oley.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Parent to Parent New Zealand, Inc",http://www.parent2parent.org.nz/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Reflex Sympathetic Dystrophy Syndrome Association,http://rsds.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Sanfilippo Children's Foundation,http://www.sanfilippo.org.au/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Siegel Rare Neuroimmune Association,https://wearesrna.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Spastic Paraplegia Foundation,https://sp-foundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Sudden Unexplained Death in Childhood Foundation,https://www.sudc.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: yes
,VHL Alliance,http://vhl.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Alport Syndrome Foundation,http://alportsyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Alternating Hemiplegia of Childhood Foundation,http://ahckids.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Amyloidosis Foundation,http://amyloidosis.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Angioma Alliance,Angioma.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Cure Cmd,www.curecmd.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Foundation for Ichthyosis and Related Skin Types,http://firstskinfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Global Foundation for Peroxisomal Disorders,http://thegfpd.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Hereditary Neuropathy Foundation,http://hnf-cure.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,International Pemphigus & Pemphigoid Foundation,http://pemphigus.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Mastocytosis Society, Inc",http://tmsforacure.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,National Niemann-Pick Disease Foundation,http://nnpdf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Phelan-McDermid Syndrome Foundation,https://www.pmsf.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,RYR1 Foundation,http://ryr1.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Sickle Cell Association of Texas Marc Thomas Foundation,www.sicklecelltx.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,TargetCancer Foundation,http://targetcancerfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Turner Syndrome Society of the United States,http://turnersyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Wilson Disease Association,http://wilsonsdisease.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,American Partnership for Eosinophilic Disorders,http://apfed.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Amyloidosis Support Groups, Inc",http://amyloidosissupport.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Appendix Cancer Pseudomyxoma Peritonei Research Foundation,http://acpmp.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Congenital Central Hypoventilation Syndrome Family Network,http://cchsnetwork.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Congenital Hyperinsulinism International,http://congenitalhi.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,CSNK2A1 Foundation,www.csnk2a1foundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes - contact registry
,"Cystinosis Research Network, Inc",http://cystinosis.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Erdheim-Chester Disease Global Alliance,http://erdheim-chester.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,FamilieSCN2A Foundation,http://scn2a.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Fibrous Dysplasia Foundation,http://fibrousdysplasia.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Glut1 Deficiency Foundation,http://g1dfoundation.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Gorlin Syndrome Alliance,https://gorlinsyndrome.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Hermansky-Pudlak Syndrome Network, Inc",http://hpsnetwork.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,International Foundation for CDKL5 Research,http://cdkl5.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry:
,KIF1A.ORG,http://www.kif1a.org/home.html,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"Mucolipidosis Type IV Foundation, Inc",http://ml4.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,National Organization for Albinism & Hypopigmentation,http://albinism.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,NBIA Disorders Association,http://nbiadisorders.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,"NTM Info & Research, Inc",http://ntminfo.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Pheo Para Alliance,www.pheopara.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Primary Ciliary Dyskinesia Foundation,http://pcdfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,Sam Day Foundation,samdayfoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Sofia Sees Hope,http://sofiaseeshope.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Talia Duff Foundation, Inc.",http://www.curecmt4j.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Tess Research Foundation,http://tessresearch.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,The EHE Foundation,http://www.fightehe.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,The Hypersomnia Foundation,hypersomniafoundation.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,TNA - The Facial Pain Association,http://fpa-support.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,United MSD Foundation,http://curemsd.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Vestibular Disorders Association,http://vestibular.org/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: Yes
,A Cure in Sight,http://acureinsight.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,"Acromegaly Community, Inc",http://acromegalycommunity.com/,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
,Adrenal Insufficiency United,http://aiunited.org,,,,,,,,,,,,,,candidate,registries_2020,,,2020 registry survey; registry: No
